Query	UserId	ChatsQuantity	BotAnswer	BotHelp	Lenth
доброе утро.подскажите,может ли самозанятый подписать акт раньше оплаты по выполненным работам	851181	1	0	0	11
Полагается ли сотруднику ежегодный отпуск, если он был в административном полгода?	4241010	1	0	0	11
Добрый день! У кого можно до какого числа у нас подписка?	5235588	1	0	0	11
Добрый день. Как внести изменения в титульный лист в трудовой книжке?	14722126	1	0	0	11
здравствуйте дайте мне пожалуйста трудовую функцию на директора по международным связям	20464362	1	0	0	11
Добрый день. Подскажите, пожалуйста, на какой счёт оприходовать СМР от подрядчика?	12277840	1	0	0	11
как отразить в бух учете выплату материальной помощи отцу умершего сотрудника?	2239853	1	0	0	11
Добрый день! Идет ли транспортный налог в расходы при УСН 15%?	1708333	1	0	0	11
Можно ли принять сотрудника иностранца без СНИЛС..СНИЛС получит дней через 10	9762037	1	0	0	11
d ,fkfyct gjrfpsdfnm pfljk;tyyjcnb gj yfkjufv hfpdthyenj bkb cfkmlj gj TYC	206053	1	0	0	11
Добрый день! Может ли организация безвозмездно получат ос от единственного учредителя?	18280572	1	0	0	11
